,Address,Location,Date of sale,Bo area (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
707,Över-Restad 164,"Hålta,          Kungälvs kommun",25 juni 2020,6,NaN,6,1 077 ,4 670 000 
708,Staby 260,"Staby,          Kungälvs kommun",24 juni 2020,115,115+90,6,1 125 ,2 650 000 
709,Lundby 380,"Kareby,          Kungälvs kommun",23 juni 2020,140,NaN,5,1 818 ,4 200 000 
710,Plogvägen 170,"Ullstorp,          Kungälvs kommun",23 juni 2020,122,NaN,5,266 ,5 125 000 
711,Settungsvägen 28,"Kungälv,          Kungälvs kommun",18 juni 2020,141,141+24,6,429 ,6 150 000 
712,Toftåsen 6,"Bohuslän,          Kungälvs kommun",18 juni 2020,74,NaN,3,1 066 ,3 050 000 
713,Rörtången 111C,"Rörtången,          Kungälvs kommun",18 juni 2020,155,155+100,4,951 ,9 600 000 
714,Mellan-Restad 340,"Bohuslän,          Kungälvs kommun",17 juni 2020,130,NaN,4,1 355 ,3 900 000 
715,Skäggstorp 160,"Kode,          Kungälvs kommun",17 juni 2020,28,NaN,2,1 257 ,1 350 000 
716,Ulvesund 110,"Ytterby,          Kungälvs kommun",16 juni 2020,153,153+50,5,2 830 ,4 200 000 
717,Fridhemsgatan 3,"Centrum,          Kungälvs kommun",15 juni 2020,108,108+74,5,851 ,5 200 000 
718,Ödsmål 360,"Rörtången,          Kungälvs kommun",15 juni 2020,105,105+66,5,794 ,3 840 000 
719,Västra Röd 390,"Kärna,          Kungälvs kommun",10 juni 2020,123,123+25,5,843 ,3 295 000 
720,Gårdskiftegatan 39,"Övre Tega,          Kungälvs kommun",10 juni 2020,171,171+21,6,830 ,5 450 000 
721,Rådalsvägen 16,"Aröd,          Kungälvs kommun",10 juni 2020,61,NaN,2,2 090 ,2 100 000 
722,Staby 490,"Kärna,          Kungälvs kommun",9 juni 2020,100,100+70,4,2 230 ,5 000 000 
723,Matskärsvägen 36,"Tjuvkil,          Kungälvs kommun",9 juni 2020,56,NaN,3,1 077 ,2 595 000 
724,Instö backe 110,"Instön,          Kungälvs kommun",9 juni 2020,49,NaN,2,3 027 ,2 400 000 
725,Smidesvägen 6,"Kode,          Kungälvs kommun",9 juni 2020,95,95+60,6,846 ,3 860 000 
726,Prejelvägen 126,"Ullstorp,          Kungälvs kommun",8 juni 2020,122,NaN,5,301 ,5 050 000 
727,Bräcke 320,"Kärna,          Kungälvs kommun",7 juni 2020,148,148+56,6,7 880 ,5 850 000 
728,Sundviksvägen 46,"Kungälv - Tjuvkil,          Kungälvs kommun",5 juni 2020,117,NaN,5,325 ,5 650 000 
729,Staby 350,"Kungälv - Kärna,          Kungälvs kommun",5 juni 2020,145,145+75,5,911 ,3 300 000 
730,Berghällsvägen 10,"Kode,          Kungälvs kommun",4 juni 2020,52,52+16,3,1 224 ,2 495 000 
731,Tunge 310,"Bohuslän,          Kungälvs kommun",4 juni 2020,68,NaN,3,1 417 ,2 055 000 
732,Bräcke 108,"Kärna,          Kungälvs kommun",4 juni 2020,190,NaN,5,6 662 ,5 700 000 
733,Lingonvägen 23,"Centralt,          Kungälvs kommun",4 juni 2020,175,175+24,6,731 ,6 150 000 
734,Skrindvägen 20,"Ullstorp,          Kungälvs kommun",4 juni 2020,141,NaN,5,488 ,5 450 000 
735,Hammar 570,"Bohuslän,          Kungälvs kommun",3 juni 2020,129,NaN,4,3 315 ,3 800 000 
736,Duvesjön 333,"Duvesjön,          Kungälvs kommun",3 juni 2020,125,125+31,4,1 073 ,3 650 000 
737,Dannemarksgatan 16,"Övre Tega,          Kungälvs kommun",2 juni 2020,148,148+180,6,1 123 ,5 150 000 
738,Byvägen 29,"Rörtången/ödsmålsmosse,          Kungälvs kommun",28 maj 2020,105,NaN,3,766 ,3 200 000 
739,Korseberget 180,"Harestad,          Kungälvs kommun",28 maj 2020,151,NaN,5,1 216 ,4 500 000 
740,Lundby 300,"KAREBY,          Kungälvs kommun",26 maj 2020,43,NaN,2,1 828 ,2 250 000 
741,Åseby 150,"Solberga-Kode,          Kungälvs kommun",26 maj 2020,126,NaN,3,3 712 ,4 500 000 
742,Staby 650,"Kärna,          Kungälvs kommun",25 maj 2020,94,94+88,5,1 011 ,3 270 000 
743,Östra Röd 310,"Harestad,          Kungälvs kommun",23 maj 2020,154,NaN,6,999 ,4 995 000 
744,Harkvägen 327,"Ullstorp,          Kungälvs kommun",22 maj 2020,131,NaN,5,Nan,4 010 000 
745,Östra gatan 6,"Kungälv,          Kungälvs kommun",21 maj 2020,135,135+68,7,1 176 ,6 750 000 
746,Dalvägen 6,"Kode,          Kungälvs kommun",20 maj 2020,52,52+30,2,1 378 ,2 600 000 
747,Årsnäs 300,"Kode,          Kungälvs kommun",20 maj 2020,137,137+5,5,1 516 ,5 900 000 
748,Älggatan 17,"Klöverbacken - Olseröd,          Kungälvs kommun",20 maj 2020,85,85+17,3,Nan,3 200 000 
749,Skårsäng 105,"Kärna,          Kungälvs kommun",20 maj 2020,114,NaN,5,456 ,4 300 000 
750,Krokens väg 22,"Tjuvkil (västra delen)+Kroken,          Kungälvs kommun",20 maj 2020,122,122+72,6,1 320 ,5 900 000 
751,Bäckliden 10,"Kungälv,          Kungälvs kommun",19 maj 2020,169,169+79,7,500 ,7 700 000 
752,Tronnum 260,"Kärna,          Kungälvs kommun",18 maj 2020,106,NaN,3,1 229 ,3 500 000 
753,Rishammarvägen 12,"Kungälv,          Kungälvs kommun",16 maj 2020,185,185+26,7,747 ,6 000 000 
754,Åkerhög 410,"Vedhall,          Kungälvs kommun",14 maj 2020,147,NaN,4,842 ,5 000 000 
755,Grandalen 110,"Duvesjön,          Kungälvs kommun",13 maj 2020,66,NaN,2,1 121 ,2 300 000 
756,Kållen 140,"Romelanda,          Kungälvs kommun",13 maj 2020,96,96+25,4,2 207 ,3 200 000 
757,Kärnavägen 1,"Kärna,          Kungälvs kommun",12 maj 2020,159,159+90,8,668 ,4 300 000 
758,Hamngatan 3,"Kungälv centralt,          Kungälvs kommun",12 maj 2020,144,144+76,6,620 ,6 100 000 
759,Kvarnvägen 41,"Bohuslän,          Kungälvs kommun",12 maj 2020,111,111+45,5,1 194 ,3 650 000 
760,Krokens väg 21,"Lycke,          Kungälvs kommun",11 maj 2020,157,NaN,6,968 ,5 950 000 
761,Åseby 120,"Kode / Solberga,          Kungälvs kommun",10 maj 2020,91,91+71,3,19 952 ,3 825 000 
762,Byvägen 63,"Ödsmålsmosse,          Kungälvs kommun",6 maj 2020,104,NaN,5,1 750 ,3 750 000 
763,Toftåsen 3,"Sundhammar,          Kungälvs kommun",6 maj 2020,137,137+36,6,1 235 ,5 975 000 
764,Gullbringa 110,"Lökeberg,          Kungälvs kommun",6 maj 2020,180,NaN,6,2 068 ,4 300 000 
765,Skäggstorp 180,"Kode,          Kungälvs kommun",6 maj 2020,52,NaN,2,1 353 ,2 450 000 
766,Källeröd 166,"Kareby,          Kungälvs kommun",5 maj 2020,126,NaN,6,988 ,4 295 000 
767,Skårshöjd 8,"Kärna,          Kungälvs kommun",5 maj 2020,140,140+40,6,921 ,3 700 000 
768,Lievägen 245,"Ullstorp,          Kungälvs kommun",4 maj 2020,111,NaN,4,487 ,5 150 000 
769,Flädervägen 17,"Diseröd,          Kungälvs kommun",1 maj 2020,110,NaN,4,332 ,3 600 000 
770,Duvesjön 230,"Duvesjön,          Kungälvs kommun",30 april 2020,119,NaN,4,1 091 ,4 450 000 
771,Olserödsgatan 128,"Kungälv,          Kungälvs kommun",29 april 2020,150,150+39,4,1 388 ,4 650 000 
772,Instölid 33,"Instön,          Kungälvs kommun",29 april 2020,55,NaN,3,841 ,3 950 000 
773,Tjällviksvägen 4,"Marstrand,          Kungälvs kommun",28 april 2020,74,NaN,2,822 ,2 650 000 
774,Grokareby 130,"Kareby,          Kungälvs kommun",28 april 2020,200,200+26,6,6 284 ,3 825 000 
775,Häljeröd 280,"Romelanda,          Kungälvs kommun",28 april 2020,199,199+24,7,3 235 ,3 700 000 
776,Älggatan 6,"Olseröd,          Kungälvs kommun",28 april 2020,111,NaN,4,Nan,3 375 000 
777,Hemmansgatan 2,"Ytterby,          Kungälvs kommun",27 april 2020,179,NaN,8,1 021 ,4 800 000 
778,Västra Röd 130,"Harestad,          Kungälvs kommun",25 april 2020,136,136+15,5,1 170 ,4 200 000 
779,Bergåsvägen 17,"Ytterby,          Kungälvs kommun",24 april 2020,126,126+49,6,1 054 ,4 600 000 
780,Åseby 170,"Åseby,          Kungälvs kommun",24 april 2020,101,NaN,3,1 945 ,3 500 000 
781,Aspvägen 7A,"Kungälv - Ytterby,          Kungälvs kommun",23 april 2020,106,106+104,6,640 ,4 725 000 
782,Hammar 150,"Harestad,          Kungälvs kommun",22 april 2020,95,95+65,4,1 391 ,1 895 000 
783,Ingegatan 2E,"Komarken,          Kungälvs kommun",22 april 2020,102,102+49,5,108 ,3 600 000 
784,Tvetgatan 289,"Tveten,          Kungälvs kommun",21 april 2020,130,130+9,5,127 ,3 700 000 
785,Prästvägen 238,"Kareby,          Kungälvs kommun",19 april 2020,177,NaN,7,1 401 ,5 400 000 
786,Hammarberg 880,"Kode,          Kungälvs kommun",18 april 2020,71,NaN,3,2 037 ,2 450 000 
787,Källeröd 168,"Kareby,          Kungälvs kommun",17 april 2020,126,NaN,6,1 000 ,4 395 000 
788,Tjällviksvägen 14,"Instön,          Kungälvs kommun",17 april 2020,138,138+4,4,3 032 ,4 150 000 
789,Ingetorp 190,"Kode,          Kungälvs kommun",16 april 2020,70,70+12,4,2 160 ,2 860 000 
790,Bokvägen 8,"Centralt,          Kungälvs kommun",7 april 2020,170,170+40,8,635 ,6 650 000 
791,Önneröd 145,"Bohuslän,          Kungälvs kommun",3 april 2020,110,NaN,4,1 030 ,4 800 000 
792,Skårby 774,"Bohuslän,          Kungälvs kommun",3 april 2020,151,NaN,7,2 155 ,5 300 000 
793,Lerskärsvägen 11,"Lycke,          Kungälvs kommun",2 april 2020,63,63+19,Nan,1 065 ,2 750 000 
794,Löstorp 120,"Kareby,          Kungälvs kommun",2 april 2020,93,93+100,6,1 313 ,3 620 000 
795,Flädervägen 48,"Diseröd,          Kungälvs kommun",2 april 2020,182,182+10,7,823 ,5 455 000 
796,Lievägen 232,"Ullstorp,          Kungälvs kommun",2 april 2020,134,134+5,5,257 ,5 420 000 
797,Lilla Fjellsholmen 33,"Lilla Fjellsholmen,          Kungälvs kommun",1 april 2020,108,108+18,4,412 ,7 900 000 
798,Vitsten 210,"Kode,          Kungälvs kommun",1 april 2020,50,NaN,3,1 191 ,1 200 000 
799,Orrstigen 8,"Bohuslän,          Kungälvs kommun",1 april 2020,128,NaN,Nan,361 ,4 220 000 
800,Duvesjön 216,"Bohuslän,          Kungälvs kommun",31 mars 2020,153,NaN,5,2 091 ,4 135 000 
801,Lyckan 2,"Komarken,          Kungälvs kommun",30 mars 2020,111,111+60,7,861 ,3 630 000 
802,Klövergången 8,"Centralt,          Kungälvs kommun",28 mars 2020,125,NaN,4,402 ,3 730 000 
803,Häradsvägen 30,"Ytterby,          Kungälvs kommun",27 mars 2020,130,NaN,Nan,372 ,2 400 000 
804,Murhammarvägen 1,"Kareby,          Kungälvs kommun",27 mars 2020,122,NaN,5,822 ,3 510 000 
805,Löstorp 160,"Kareby,          Kungälvs kommun",27 mars 2020,62,62+24,3,1 282 ,2 850 000 
806,Ädelstensvägen 52,"Kode,          Kungälvs kommun",27 mars 2020,123,NaN,3,334 ,4 150 000 
807,Sundhammarsvägen 480,"Sundhammar,          Kungälvs kommun",27 mars 2020,167,NaN,6,2 290 ,4 680 000 
808,Harkvägen 343,"Kungälv,          Kungälvs kommun",26 mars 2020,131,NaN,5,Nan,4 000 000 
809,Östergårdsgatan 61,"Tega,          Kungälvs kommun",26 mars 2020,179,NaN,6,1 204 ,5 010 000 
810,Rishammarvägen 11,"Kareby,          Kungälvs kommun",23 mars 2020,115,115+28,6,2 862 ,5 525 000 
811,Beryllvägen 25,"Kode,          Kungälvs kommun",20 mars 2020,123,NaN,5,383 ,4 100 000 
812,Västra gatan 18B,"Centrum,          Kungälvs kommun",12 mars 2020,160,NaN,6,746 ,6 000 000 
813,Alvägen 1,"Diseröd,          Kungälvs kommun",11 mars 2020,126,126+43,6,668 ,3 795 000 
814,Byvägen 50,"Ödsmålsmosse,          Kungälvs kommun",9 mars 2020,163,163+52,5,1 275 ,4 400 000 
815,Kulleskärsvägen 37,"Tjuvkil/Lycke,          Kungälvs kommun",7 mars 2020,64,NaN,3,1 456 ,2 650 000 
816,Skårsäng 25,"Kärna,          Kungälvs kommun",6 mars 2020,147,147+9,6,547 ,4 650 000 
817,Häljeröd 380,"Diseröd,          Kungälvs kommun",5 mars 2020,140,140+190,7,3 521 ,4 425 000 
818,Östergårdsgatan 27,"Ytterby,          Kungälvs kommun",3 mars 2020,156,NaN,5,777 ,4 450 000 
819,Tjuvkil 140,"Tjuvkil,          Kungälvs kommun",3 mars 2020,80,80+12,3,2 819 ,2 900 000 
820,Fontinvägen 32,"Kungälv Centralt,          Kungälvs kommun",2 mars 2020,160,160+50,7,811 ,6 300 000 
821,Duvesjön 327,"Kungälv -Duvesjön,          Kungälvs kommun",2 mars 2020,103,103+24,4,1 320 ,3 900 000 
822,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",1 mars 2020,154,NaN,5,1 031 ,5 100 000 
823,Truskärsvägen 9C,"Tjuvkil,          Kungälvs kommun",28 februari 2020,168,NaN,7,1 039 ,5 750 000 
824,Ivar Claessons gata 8,"Kungälv,          Kungälvs kommun",27 februari 2020,121,121+30,6,1 103 ,5 500 000 
825,Storskiftegatan 71,"Övre Tega,          Kungälvs kommun",26 februari 2020,129,129+28,5,798 ,5 600 000 
826,Krappvägen 556,"Bohuslän,          Kungälvs kommun",26 februari 2020,174,174+40,6,783 ,7 925 000 
827,Fregattgatan 6,"Centralt vid älven,          Kungälvs kommun",23 februari 2020,180,NaN,7,630 ,5 330 000 
828,Nolby 325,"Kungälv,          Kungälvs kommun",21 februari 2020,159,NaN,4,29 096 ,6 700 000 
829,Stenåldersgatan 59,"Ytterby,          Kungälvs kommun",21 februari 2020,107,NaN,5,400 ,4 520 000 
830,Brunnefjällsvägen 26,"Kärna,          Kungälvs kommun",21 februari 2020,79,79+5,3,1 157 ,2 360 000 
831,Reidarsgatan 3,"Centralt vid älven,          Kungälvs kommun",19 februari 2020,150,150+28,5,686 ,5 350 000 
832,Lefstadvägen 27,"Kärna,          Kungälvs kommun",19 februari 2020,113,113+21,3,1 351 ,4 090 000 
833,Fågelstigen 41,"Centralt,          Kungälvs kommun",11 februari 2020,126,NaN,5,590 ,4 300 000 
834,Täljstensgatan 2,"Stället,          Kungälvs kommun",10 februari 2020,70,NaN,3,551 ,3 600 000 
835,Rishammar 110,"Kareby,          Kungälvs kommun",7 februari 2020,140,140+19,6,1 205 ,4 135 000 
836,Solbräcke 214,"Kungälv,          Kungälvs kommun",6 februari 2020,148,NaN,4,882 ,4 950 000 
837,Lilla Fjellsholmen 17,"Lilla Fjellsholmen,          Kungälvs kommun",5 februari 2020,5,NaN,5,400 ,6 900 000 
838,Mariebergsvägen 150,"Kungälv,          Kungälvs kommun",3 februari 2020,173,173+86,8,4 083 ,4 250 000 
839,Åsebyberg 940,"Kode,          Kungälvs kommun",2 februari 2020,138,138+30,5,57 649 ,4 400 000 
840,Jägarvägen 5,"Diseröd,          Kungälvs kommun",30 januari 2020,168,168+8,7,550 ,3 795 000 
841,Staby 780,"Kärna,          Kungälvs kommun",28 januari 2020,108,108+50,4,2 026 ,3 050 000 
842,Gräsgången 1,"Komarken,          Kungälvs kommun",28 januari 2020,125,NaN,4,435 ,4 100 000 
843,Toreby mosse 600,"Harestad och Kärna,          Kungälvs kommun",28 januari 2020,104,104+16,4,1 622 ,3 900 000 
844,Hemvägen 19,"Romelanda,          Kungälvs kommun",28 januari 2020,119,119+19,5,381 ,2 900 000 
845,Lerskärsvägen 51,"Lycke,          Kungälvs kommun",24 januari 2020,75,NaN,4,1 591 ,3 125 000 
846,Gårdskiftegatan 72,"Ytterby,          Kungälvs kommun",22 januari 2020,105,105+109,6,856 ,5 050 000 
847,Onyxvägen 14,"Kode,          Kungälvs kommun",22 januari 2020,123,NaN,5,546 ,4 125 000 
848,Duvesjön 201,"Bohuslän,          Kungälvs kommun",21 januari 2020,38,38+9,2,1 390 ,1 880 000 
849,Kyrkeby 296,"Kärna,          Kungälvs kommun",21 januari 2020,146,NaN,5,1 499 ,4 300 000 
850,Sundviksvägen 36,"Tjuvkil/lycke,          Kungälvs kommun",19 januari 2020,117,NaN,5,533 ,5 495 000 
851,Kungälvsvägen 51,"Grinden,          Kungälvs kommun",18 januari 2020,89,NaN,4,215 ,4 100 000 
852,Norrmannebo 540,"Norrmannebo,          Kungälvs kommun",17 januari 2020,115,115+55,5,4 495 ,3 420 000 
853,Hallebäcksvägen 18,"Timmervik,          Kungälvs kommun",17 januari 2020,62,NaN,3,1 336 ,2 215 000 
854,Gråstensvägen 11,"Kode,          Kungälvs kommun",17 januari 2020,125,125+80,8,1 628 ,3 150 000 
855,Guntorpsvägen 24,"Kode,          Kungälvs kommun",15 januari 2020,110,110+152,6,1 065 ,5 000 000 
856,Västerängen 5,"Ytterby,          Kungälvs kommun",10 januari 2020,106,106+44,6,1 046 ,5 175 000 
857,Munkegärdegatan 339,"Kungälv,          Kungälvs kommun",10 januari 2020,117,NaN,5,659 ,5 100 000 
858,Holm 230,"Kovikshamn,          Kungälvs kommun",9 januari 2020,155,155+7,7,2 861 ,5 875 000 
859,Opalvägen 10,"Kode,          Kungälvs kommun",3 januari 2020,130,130+50,5,712 ,2 900 000 
860,Ön 170,"Kareby,          Kungälvs kommun",27 december 2019,120,120+84,5,3 272 ,3 500 000 
861,Bräcke 106,"Kärna,          Kungälvs kommun",27 december 2019,127,NaN,4,2 070 ,4 600 000 
862,Solrosvägen 7,"Kärna,          Kungälvs kommun",22 december 2019,138,138+90,5,592 ,4 375 000 
863,Broberg 190,"Tjuvkil/Lycke,          Kungälvs kommun",20 december 2019,67,NaN,4,1 755 ,1 850 000 
864,Prejelvägen 120,"Kungälv,          Kungälvs kommun",20 december 2019,122,NaN,Nan,314 ,5 100 000 
865,Matskärsvägen 2,"Kungälv - Tjuvkil,          Kungälvs kommun",20 december 2019,130,NaN,4,594 ,4 650 000 
866,Dannemarksgatan 42,"Ytterby,          Kungälvs kommun",20 december 2019,148,NaN,6,641 ,5 400 000 
867,Spaghamnsvägen 15,"Tjuvkil/Lycke,          Kungälvs kommun",15 december 2019,114,NaN,3,1 407 ,6 500 000 
868,Lilla Fjellsholmen 6,"Lilla Fjellsholmen,          Kungälvs kommun",12 december 2019,86,NaN,4,400 ,6 900 000 
869,Ulvesund 438,"Ytterby,          Kungälvs kommun",11 december 2019,90,NaN,5,760 ,4 500 000 
870,Hallbjörtorp 200,"Hallbjörtorp,          Kungälvs kommun",9 december 2019,90,NaN,3,1 458 ,1 000 000 
871,Bergåsvägen 6B,"Ytterby,          Kungälvs kommun",6 december 2019,141,141+29,5,1 021 ,5 400 000 
872,Settungsvägen 44,"Ullstorp,          Kungälvs kommun",3 december 2019,120,120+25,5,583 ,5 100 000 
873,Skurhagagatan 4,"Kungälv - Centrum,          Kungälvs kommun",30 november 2019,190,190+75,7,798 ,5 300 000 
874,Rörmossevägen 130,"Bohuslän,          Kungälvs kommun",28 november 2019,145,145+113,5,1 200 ,4 480 000 
875,Törnrosgatan 10,"Ytterby,          Kungälvs kommun",28 november 2019,136,136+76,7,1 030 ,5 375 000 
876,Vävra 542,"Hålta,          Kungälvs kommun",27 november 2019,109,109+15,6,1 106 ,4 550 000 
877,Vallby 110,"Solberga-Kode,          Kungälvs kommun",25 november 2019,127,127+14,5,12 135 ,5 100 000 
878,Olsåker 200,"Kareby,          Kungälvs kommun",22 november 2019,106,106+156,6,1 673 ,3 600 000 
879,Enekullsvägen 6,"Ytterby,          Kungälvs kommun",22 november 2019,170,170+94,8,1 160 ,6 900 000 
880,Åsebyberg 655,"Åsebyberg,          Kungälvs kommun",21 november 2019,35,NaN,2,2 854 ,2 080 000 
881,Ljungvägen 40,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",20 november 2019,65,NaN,3,1 016 ,2 295 000 
882,Bergkristallvägen 18,"Kode,          Kungälvs kommun",20 november 2019,127,NaN,6,608 ,4 450 000 
883,Solberga 870,"Kode,          Kungälvs kommun",20 november 2019,104,104+38,3,1 272 ,3 420 000 
884,Kuskalundsvägen 35,"Vävra,          Kungälvs kommun",16 november 2019,63,NaN,3,2 104 ,2 450 000 
885,Trankärr 170,"Trankärr,          Kungälvs kommun",16 november 2019,86,86+60,3,1 002 ,3 880 000 
886,Granndalen 13,"Kärna,          Kungälvs kommun",13 november 2019,81,81+10,4,1 093 ,2 100 000 
887,Solbräcke / Ullstorp,"Kungälv,          Kungälvs kommun",13 november 2019,148,NaN,6,784 ,4 950 000 
888,Grindklykan 9,"Kungälv,          Kungälvs kommun",13 november 2019,121,NaN,4,729 ,3 900 000 
889,Täljstensgatan 4,"Ytterby,          Kungälvs kommun",6 november 2019,70,70+12,3,478 ,3 100 000 
890,Duvesjön 357,"Romelanda,          Kungälvs kommun",6 november 2019,169,169+60,9,1 054 ,4 625 000 
891,,"Kungälv,          Kungälvs kommun",1 november 2019,,NaN,Nan,708 ,1 251 360 
892,Kulperödsvägen 39,"Gullbringa,          Kungälvs kommun",1 november 2019,129,NaN,4,1 192 ,2 900 000 
893,Topasvägen 13,"Kode,          Kungälvs kommun",1 november 2019,130,130+95,6,782 ,4 500 000 
